Iso_code,Year,midyear_population,midyear_population_male,midyear_population_female
729,2041,53824830,26770514,27054316
324,2019,13077166,6546303,6530863
586,2048,286864746,145023041,141841705
380,1994,57198073,27695688,29502385
31,2004,8737809,4277981,4459828
328,1986,763375,380668,382707
591,2019,3847647,1934935,1912712
376,1987,4191248,2088585,2102663
796,2042,77790,38645,39145
328,2017,737718,372253,365465
20,1993,62559,32882,29677
428,2008,2197506,1012712,1184794
566,2005,141189271,72052696,69136575
372,2039,5985597,2971089,3014508
446,2010,567957,271462,296495
531,2006,137544,65408,72136
583,2024,99697,48753,50944
320,1999,10903423,5437092,5466331
462,2008,385925,225963,159962
854,1978,6025544,2965184,3060360
578,1998,4432718,2192823,2239895
116,2046,21770091,10677076,11093015
512,2011,3027959,1665407,1362552
68,2010,9947418,4923112,5024306
442,2034,755976,381172,374804
484,1986,78248289,38697494,39550795
554,2025,4775930,2371710,2404220
340,1992,5079876,2540056,2539820
776,2049,80732,40082,40650
686,2003,10240144,4960494,5279650
508,1989,12856244,6225245,6630999
104,2020,59125893,29365493,29760400
663,2043,34333,16256,18077
222,2011,6071774,2929318,3142456
454,2016,18570321,9189862,9380459
4,2029,44756202,22616763,22139439
191,2004,4441435,2134350,2307085
626,2002,912063,474157,437906
598,2005,5439769,2812226,2627543
158,2034,23239237,11237830,12001407
732,1975,72071,35595,36476
184,2008,12271,6349,5922
466,2045,35237532,17092534,18144998
360,2033,289431123,144901911,144529212
508,2033,39451480,19505487,19945993
834,2023,63461123,31701378,31759745
296,2005,92587,45773,46814
438,2029,41449,20675,20774
642,1995,22687407,11126578,11560829
660,2029,21045,9783,11262
498,2004,3994611,1923694,2070917
728,2023,15808301,8006624,7801677
0,2048,2216224,1127832,1088392
876,2008,15237,7662,7575
136,1996,33681,16463,17218
624,2050,2894545,1424872,1469673
104,1981,33981811,16902748,17079063
158,2006,22817266,11570271,11246995
226,2021,855783,427570,428213
124,2036,39541890,19506107,20035783
234,1998,44560,23010,21550
762,1997,5864687,2914989,2949698
104,2015,56320206,27989342,28330864
854,1985,7170932,3459120,3711812
60,2001,63606,30735,32871
660,1987,7533,3717,3816
112,2016,9570376,4451588,5118788
152,2043,19718507,9648209,10070298
858,2044,3503574,1703618,1799956
462,2035,415331,206443,208888
894,2029,22500485,11237464,11263021
850,2041,78517,34345,44172
670,2049,93854,46841,47013
554,1997,3738420,1854939,1883481
380,2014,61680122,29745619,31934503
152,2049,19705274,9630533,10074741
422,1992,3561928,1762539,1799389
24,2039,36116825,18264535,17852290
414,2044,3726543,2086916,1639627
72,1991,1303104,626121,676983
850,2046,73004,31639,41365
140,2003,4214915,2073943,2140972
508,2042,49016148,24335771,24680377
440,1997,3495369,1635951,1859418
90,1998,409841,208988,200853
678,2025,227395,113540,113855
626,2011,1115424,561418,554006
762,2024,9386581,4665814,4720767
422,2002,3955261,1953669,2001592
776,2044,88541,44147,44394
356,2029,1448265990,750039637,698226353
688,1987,7755900,3810600,3945300
60,2014,69839,33780,36059
531,1992,144898,68596,76302
226,2008,616459,305548,310911
32,1994,34846915,17212544,17634371
120,2003,17164362,8605417,8558945
324,1976,4100005,1973396,2126609
834,2012,46912768,23348047,23564721
508,1983,12862126,6273505,6588621
178,2050,10201971,5089071,5112900
894,2021,17935659,8960219,8975440
566,2029,252816190,128711344,124104846
60,2006,66436,32120,34316
231,2024,127832772,63453536,64379236
180,2048,141442613,70360977,71081636
300,2020,10742032,5234464,5507568
188,2049,6055298,2998083,3057215
792,1995,61295574,30970037,30325537
626,2031,1717836,850883,866953
854,2019,21340061,10626981,10713080
188,2031,5609910,2799021,2810889
242,1986,712989,361337,351652
203,2035,10528067,5200816,5327251
418,2028,8276116,4103941,4172175
752,2045,11733795,5822966,5910829
344,1992,5828755,2968006,2860749
414,1988,1966721,1135058,831663
246,2012,5405388,2654643,2750745
591,1981,1998895,1015562,983333
392,2023,124306527,60109423,64197104
188,2003,4083816,2055993,2027823
258,2012,274512,140677,133835
174,2034,1010351,486420,523931
524,2046,33466701,16580409,16886292
392,2042,113057724,54342191,58715533
430,2017,4405340,2195082,2210258
499,2012,657394,327476,329918
620,1991,9919009,4772282,5146727
136,1999,37248,18217,19031
270,1997,1242460,617528,624932
368,2045,70923261,35767065,35156196
212,1986,72379,35967,36412
654,1991,6730,3427,3303
426,2035,1926210,960780,965430
562,2043,38711932,19338450,19373482
792,1981,46248621,23432321,22816300
90,1982,246927,127020,119907
634,2005,972530,683293,289237
233,2026,1172873,554385,618488
400,2014,7930491,4011029,3919462
670,2048,94202,47070,47132
48,2024,1567271,939995,627276
499,2007,684736,341034,343702
554,2048,5187177,2556009,2631168
716,2033,19687657,10005563,9682094
690,1991,71649,35480,36169
438,2048,43538,21842,21696
850,2031,89793,40224,49569
296,2008,96858,47716,49142
352,2015,331918,166343,165575
44,2002,288579,140860,147719
203,2000,10268899,4997346,5271553
56,2042,12631042,6202239,6428803
740,2030,661502,332376,329126
748,2033,1686128,861343,824785
392,2028,121855014,58801762,63053252
788,2027,11958267,5885079,6073188
534,2044,52339,25724,26615
191,2012,4389754,2116098,2273656
796,1994,14199,7213,6986
51,2006,3081101,1465903,1615198
232,2030,6836095,3366838,3469257
591,2014,3608431,1817163,1791268
528,2034,17914644,8803949,9110695
670,2050,93507,46613,46894
887,1999,16728304,8524079,8204225
788,1993,8666190,4369548,4296642
192,2004,11260196,5632024,5628172
710,2027,60102231,29732806,30369425
148,2004,9097655,4354079,4743576
104,1987,38287662,19015795,19271867
204,2027,14231260,7178550,7052710
804,2024,43116653,20003433,23113220
136,2006,45517,22253,23264
96,2028,518634,250241,268393
894,1992,8035054,4021084,4013970
348,1996,10259301,4905276,5354025
174,1996,493950,241554,252396
324,2003,8755538,4369712,4385826
562,1994,8822062,4391277,4430785
372,2045,6194542,3068163,3126379
716,2022,16460670,8293726,8166944
400,2010,6500685,3320001,3180684
800,2007,28710199,14249353,14460846
384,1985,10331684,5296428,5035256
24,1974,6111684,3040789,3070895
332,1974,4866467,2392925,2473542
728,2025,16615122,8411774,8203348
208,2005,5432335,2685495,2746840
492,2042,31846,15258,16588
266,1977,706489,339349,367140
152,2012,17067369,8391275,8676094
804,1989,51501478,23783436,27718042
356,2050,1656553632,849430554,807123078
438,2037,42760,21351,21409
616,1991,38253222,18636934,19616288
24,2016,20172332,10202074,9970258
268,2013,4942157,2362703,2579454
484,2050,150567503,73014002,77553501
68,2015,10800882,5344727,5456155
508,2013,24096669,11741772,12354897
710,2038,64762783,32113716,32649067
388,2047,3512471,1748778,1763693
690,2050,100391,53318,47073
372,2004,4091162,2040741,2050421
36,2009,21262641,10652047,10610594
292,1995,26766,13538,13228
132,2017,560899,272198,288701
854,2012,17275115,8594216,8680899
231,2025,131260566,65149093,66111473
652,2018,7160,3793,3367
308,2030,115523,58541,56982
470,2012,409836,203951,205885
72,2019,2287158,1172495,1114663
854,2027,26849488,13377541,13471947
108,1980,4297836,2087590,2210246
752,2028,10790868,5383401,5407467
478,1983,1647586,803490,844096
24,1976,6157498,3066691,3090807
32,2042,52452259,25998599,26453660
591,2032,4397774,2201659,2196115
144,2002,19478732,9594014,9884718
484,1982,71567658,35456290,36111368
51,2027,2931630,1438864,1492766
528,2014,16877351,8350452,8526899
454,2004,12473490,6158410,6315080
466,2044,34599891,16785423,17814468
442,2022,650045,327677,322368
887,2040,41141559,20668192,20473367
275,2007,2263906,1151394,1112512
562,2007,13740434,6890949,6849485
795,2003,4556130,2259262,2296868
296,2023,115408,55853,59555
434,1990,4098435,2147200,1951235
832,2011,94161,46207,47954
352,1996,268999,134787,134212
478,2035,5279238,2542364,2736874
804,2050,37148031,17467094,19680937
417,2046,6981539,3404834,3576705
484,2013,118818228,58308703,60509525
191,1993,4478370,2156395,2321975
232,2031,6933274,3414941,3518333
566,1980,74828777,38517107,36311670
659,2039,57384,28552,28832
344,2031,7263091,3317355,3945736
840,2021,337108968,166352156,170756812
144,2012,21481334,10512656,10968678
144,1993,17448705,8694743,8753962
776,1994,97178,48708,48470
68,2007,9425936,4665556,4760380
762,2027,9751790,4844916,4906874
368,2008,28335381,14258788,14076593
0,2030,2065518,1062005,1003513
384,2035,31711194,15957809,15753385
70,2024,3798599,1851075,1947524
204,1998,6202318,3069450,3132868
124,1997,30305602,15017336,15288266
484,2009,112426381,55172376,57254005
688,2003,7535230,3675463,3859767
144,1985,15847023,7963534,7883489
44,2043,370496,181773,188723
222,2016,6156670,2961442,3195228
600,2015,6783272,3402228,3381044
724,2024,51167425,25268722,25898703
170,2025,51194904,25299669,25895235
624,2021,1926158,943422,982736
540,2018,282754,141142,141612
446,1991,363858,176047,187811
760,1985,10478546,5358012,5120534
414,2009,2489004,1468315,1020689
740,2044,709231,354384,354847
380,2049,61537279,29464764,32072515
16,2025,53316,26331,26985
258,2013,277293,142079,135214
608,2022,112481643,56433590,56048053
120,1998,15005259,7522740,7482519
332,2003,8738605,4311702,4426903
454,2019,20509317,10151443,10357874
426,1976,1222874,591052,631822
8,2040,2993895,1463884,1530011
72,2008,1952048,975881,976167
50,2050,193092763,93057264,100035499
804,1995,51247738,23792714,27455024
804,2027,42417441,19696266,22721175
662,1982,125576,61207,64369
792,2036,88530715,44167074,44363641
512,2019,3564276,1928384,1635892
36,2046,28519028,14272909,14246119
826,2042,70406370,35044600,35361770
410,2003,47656117,23917225,23738892
234,2039,56063,28659,27404
352,2026,369323,184694,184629
434,2038,8339214,4261252,4077962
705,2001,2011179,978143,1033036
524,1973,12631326,6408689,6222637
832,2026,104612,51634,52978
705,2024,1917093,931805,985288
400,2032,9250167,4617181,4632986
275,2045,4033925,2037687,1996238
663,2000,28384,13852,14532
442,2036,770804,388466,382338
796,2048,82762,40903,41859
598,2037,9047151,4564811,4482340
862,2043,38793826,19345346,19448480
0,2015,1870981,963936,907045
203,2049,10236007,5080339,5155668
292,2043,29006,14415,14591
48,2049,1839253,1070392,768861
340,2016,8893259,4477137,4416122
250,2024,68678912,33641674,35037238
214,1998,8182207,4153564,4028643
690,2004,82970,41679,41291
275,1998,1858788,944919,913869
368,2043,68633185,34624182,34009003
231,2004,72238990,35979366,36259624
858,2004,3258465,1573217,1685248
44,2046,371298,182133,189165
566,2002,130470532,66591417,63879115
548,2028,338153,167417,170736
4,2038,52905667,26669564,26236103
660,2015,16418,7852,8566
882,2023,207651,105371,102280
894,2003,10819896,5408483,5411413
438,2033,42207,21062,21145
398,1991,16902211,8172379,8729832
218,2006,13917057,6927959,6989098
804,2007,46406827,21412042,24994785
659,1987,42477,20702,21775
440,2050,1801002,851572,949430
324,2027,16016643,8021616,7995027
24,1993,10329977,5196417,5133560
276,2026,79006126,38615269,40390857
70,2041,3471022,1681372,1789650
296,1989,69393,34484,34909
178,2034,7308879,3657608,3651271
762,2036,10776741,5343069,5433672
262,2025,1016919,460283,556636
634,1990,433409,287156,146253
430,2033,6215112,3091111,3124001
740,2038,693457,347466,345991
831,2034,68013,33540,34473
566,2009,156342001,79770502,76571499
104,2046,69715337,34392808,35322529
860,2018,30023709,14936679,15087030
887,1995,14831575,7583350,7248225
296,2019,110587,53751,56836
566,2022,214889124,109496752,105392372
340,2047,12664771,6393452,6271319
132,1981,300202,138418,161784
524,2043,33508901,16585021,16923880
92,1996,19740,9898,9842
666,2047,3677,1697,1980
234,2017,50730,26369,24361
250,2003,62311901,30416702,31895199
756,2001,7312215,3580544,3731671
440,2025,2573431,1191327,1382104
132,2031,657927,320050,337877
833,2026,92916,46682,46234
400,1999,4674042,2416923,2257119
288,1974,9889668,4969110,4920558
410,2038,51816648,25848041,25968607
398,2021,19251574,9152172,10099402
562,2038,34716609,17363768,17352841
450,2033,35341420,17655036,17686384
705,2002,2011497,978551,1032946
178,2024,5811536,2912664,2898872
626,2044,2054510,1006684,1047826
706,2043,19914571,9898933,10015638
276,1992,80597764,39059141,41538623
31,2003,8662912,4236506,4426406
887,1994,14394750,7367146,7027604
414,2032,3392241,1931559,1460682
218,2021,17103554,8483973,8619581
364,2023,89025185,45080111,43945074
276,2042,74308417,35853452,38454965
678,1996,129534,64282,65252
140,1987,2840877,1381234,1459643
12,1993,27154754,13709192,13445562
28,2050,122930,57057,65873
208,1994,5205603,2568055,2637548
583,2047,77792,37028,40764
266,1975,647436,312045,335391
31,2042,11158894,5520277,5638617
634,2039,2552408,1908347,644061
862,2008,27650239,13733892,13916347
90,2025,747001,381312,365689
634,2026,2575079,1972680,602399
663,2048,34539,16337,18202
831,2022,67359,33454,33905
534,2031,49169,24219,24950
454,2005,12863421,6354085,6509336
232,2001,3993336,1960922,2032414
591,2041,4679581,2334629,2344952
585,1999,19204,10482,8722
705,1992,1999210,970185,1029025
124,2032,38918740,19225890,19692850
404,2040,64058634,31919343,32139291
246,2010,5354669,2626962,2727707
894,1981,5711497,2871199,2840298
729,2049,58577897,29068428,29509469
398,2041,21501625,10065954,11435671
795,2032,6104101,3012338,3091763
666,1996,6409,3209,3200
31,1989,7393439,3591667,3801772
191,2026,4105344,1982830,2122514
232,2018,5970646,2939302,3031344
807,2026,2119419,1053665,1065754
434,2029,7695849,3954652,3741197
28,2020,98179,46320,51859
462,2009,396334,233623,162711
270,2011,1797860,889323,908537
68,2017,11138234,5511531,5626703
72,2010,2029307,1018534,1010773
670,1996,108768,54552,54216
748,1998,1089403,536409,552994
372,2015,4892305,2443914,2448391
12,2037,50874765,25705688,25169077
250,2007,63852860,31192134,32660726
620,2004,10524145,5106483,5417662
12,2025,45841317,23220812,22620505
84,1982,153296,77534,75762
620,1993,9967832,4796870,5170962
776,2020,106095,53224,52871
116,2049,22203368,10887550,11315818
28,2029,108075,50707,57368
124,2044,40528513,19954148,20574365
531,2044,152446,74386,78060
392,1998,126236616,61784366,64452250
800,1972,10136422,5093126,5043296
288,1976,10325541,5159429,5166112
32,2030,49034637,24295303,24739334
831,2026,67797,33616,34181
212,1984,73993,36761,37232
660,2004,12782,6300,6482
70,2031,3698993,1800151,1898842
694,2002,4286828,2075104,2211724
120,2040,42796998,21383810,21413188
764,2009,66441491,32748074,33693417
218,2015,15868396,7885185,7983211
262,1969,171981,86019,85962
516,2034,3348908,1649798,1699110
724,2001,41046894,20099213,20947681
418,2013,6695166,3322183,3372983
352,1995,267527,134127,133400
508,2022,30037074,14748412,15288662
496,2003,2546571,1262751,1283820
64,2049,948783,482798,465985
276,2041,74647881,36048576,38599305
716,1982,7636524,3782779,3853745
792,2026,85008086,42618383,42389703
756,2044,9368374,4599411,4768963
686,1998,9037144,4388792,4648352
246,2005,5238011,2562926,2675085
462,2016,392960,216745,176215
304,2011,57670,30382,27288
70,2049,3245586,1567792,1677794
798,2035,12560,6282,6278
580,2014,51483,24790,26693
450,2047,44036972,21942805,22094167
659,2002,46685,23169,23516
795,1994,4003901,1978918,2024983
524,2030,32478154,16012974,16465180
348,2045,8742093,4192990,4549103
204,2046,20765557,10481133,10284424
533,2035,137479,64763,72716
148,2024,13680771,6636609,7044162
174,1994,471836,231088,240748
191,2037,3861481,1867774,1993707
446,2017,601969,286172,315797
438,2041,43144,21566,21578
524,1995,21358915,10688623,10670292
372,2025,5417947,2702796,2715151
72,1993,1389350,671240,718110
478,2008,3054933,1471203,1583730
694,2008,5022995,2435405,2587590
643,2004,144000047,66940510,77059537
558,2000,4866172,2408593,2457579
554,2003,3960281,1967870,1992411
214,2049,13642207,6830200,6812007
398,2008,16649642,8019536,8630106
276,2047,72582248,34875172,37707076
170,2022,49962747,24690431,25272316
180,2027,103077967,51449292,51628675
795,2025,5800391,2868924,2931467
528,2026,17623338,8695798,8927540
180,2011,71712867,35718408,35994459
234,2048,56926,28952,27974
729,2018,37957307,19087485,18869822
348,2043,8839745,4237045,4602700
831,2003,62599,30621,31978
203,2011,10573220,5187432,5385788
686,1996,8594914,4179626,4415288
296,2044,135826,64459,71367
292,1998,26752,13531,13221
0,1989,1826508,931352,895156
478,2020,4005475,1928916,2076559
368,2000,23128328,11693491,11434837
90,2013,597248,304983,292265
804,2039,39646739,18496106,21150633
807,2007,2055915,1026307,1029608
566,2021,209851206,106942309,102908897
854,2040,37714081,18774888,18939193
826,2003,59823619,29494309,30329310
840,2014,318907401,156955337,161952064
674,2008,30749,14932,15817
434,2047,8843676,4489181,4354495
630,2043,3156523,1505368,1651155
854,2016,19512533,9713252,9799281
344,1999,6596171,3249285,3346886
531,2003,133200,63150,70050
430,2037,6688442,3325371,3363071
512,2034,4543498,2417197,2126301
674,2009,31120,15106,16014
504,1986,22127436,11051061,11076375
716,2021,16148261,8130531,8017730
36,2032,26420129,13234107,13186022
104,2039,67592427,33416818,34175609
